REF_DATE,GEO,Labour force characteristics,VALUE
2021-09,Manitoba,Employment rate,63.5
2021-09,Saskatchewan,Employment,565.7
2021-09,Saskatchewan,Full-time employment,459.3
2021-09,Saskatchewan,Part-time employment,106.4
2021-09,Saskatchewan,Unemployment rate,6.4
2021-09,Saskatchewan,Participation rate,68.3
2021-09,Saskatchewan,Employment rate,63.9
2021-09,Alberta,Employment,2293.8
2021-09,Alberta,Full-time employment,1863.1
2021-09,Alberta,Part-time employment,430.7
2021-09,Alberta,Unemployment rate,7.8
2021-09,Alberta,Participation rate,70.4
2021-09,Alberta,Employment rate,64.9
2021-09,British Columbia,Employment,2706.6
2021-09,British Columbia,Full-time employment,2125.5
2021-09,British Columbia,Part-time employment,581.2
2021-09,British Columbia,Unemployment rate,6.2
2021-09,British Columbia,Participation rate,66.0
2021-09,British Columbia,Employment rate,61.9
2021-10,Newfoundland and Labrador,Employment,224.8
2021-10,Newfoundland and Labrador,Full-time employment,193.7
2021-10,Newfoundland and Labrador,Part-time employment,31.1
2021-10,Newfoundland and Labrador,Unemployment rate,13.6
2021-10,Newfoundland and Labrador,Participation rate,57.8
2021-10,Newfoundland and Labrador,Employment rate,49.9
2021-10,Prince Edward Island,Employment,80.9
2021-10,Prince Edward Island,Full-time employment,69.1
2021-10,Prince Edward Island,Part-time employment,11.8
2021-10,Prince Edward Island,Unemployment rate,9.6
2021-10,Prince Edward Island,Participation rate,65.7
2021-10,Prince Edward Island,Employment rate,59.4
2021-10,Nova Scotia,Employment,480.8
2021-10,Nova Scotia,Full-time employment,386.7
2021-10,Nova Scotia,Part-time employment,94.0
2021-10,Nova Scotia,Unemployment rate,7.9
2021-10,Nova Scotia,Participation rate,62.3
2021-10,Nova Scotia,Employment rate,57.4
2021-10,New Brunswick,Employment,367.2
2021-10,New Brunswick,Full-time employment,313.6
2021-10,New Brunswick,Part-time employment,53.5
2021-10,New Brunswick,Unemployment rate,9.4
2021-10,New Brunswick,Participation rate,61.6
2021-10,New Brunswick,Employment rate,55.9
2021-10,Quebec,Employment,4322.0
2021-10,Quebec,Full-time employment,3544.4
2021-10,Quebec,Part-time employment,777.5
2021-10,Quebec,Unemployment rate,5.3
2021-10,Quebec,Participation rate,64.5
2021-10,Quebec,Employment rate,61.1
2021-10,Ontario,Employment,7596.9
2021-10,Ontario,Full-time employment,6215.8
2021-10,Ontario,Part-time employment,1381.1
2021-10,Ontario,Unemployment rate,6.7
2021-10,Ontario,Participation rate,65.7
2021-10,Ontario,Employment rate,61.2
2021-10,Manitoba,Employment,676.7
2021-10,Manitoba,Full-time employment,550.4
2021-10,Manitoba,Part-time employment,126.2
2021-10,Manitoba,Unemployment rate,5.0
2021-10,Manitoba,Participation rate,66.8
2021-10,Manitoba,Employment rate,63.5
2021-10,Saskatchewan,Employment,560.4
2021-10,Saskatchewan,Full-time employment,457.0
2021-10,Saskatchewan,Part-time employment,103.4
2021-10,Saskatchewan,Unemployment rate,5.9
2021-10,Saskatchewan,Participation rate,67.2
2021-10,Saskatchewan,Employment rate,63.3
2021-10,Alberta,Employment,2274.3
2021-10,Alberta,Full-time employment,1862.6
2021-10,Alberta,Part-time employment,411.7
2021-10,Alberta,Unemployment rate,7.8
2021-10,Alberta,Participation rate,69.7
2021-10,Alberta,Employment rate,64.3
2021-10,British Columbia,Employment,2704.3
2021-10,British Columbia,Full-time employment,2135.3
2021-10,British Columbia,Part-time employment,569.0
2021-10,British Columbia,Unemployment rate,5.6
2021-10,British Columbia,Participation rate,65.4
2021-10,British Columbia,Employment rate,61.7
2021-11,Newfoundland and Labrador,Employment,230.5
2021-11,Newfoundland and Labrador,Full-time employment,199.5
2021-11,Newfoundland and Labrador,Part-time employment,31.0
2021-11,Newfoundland and Labrador,Unemployment rate,11.0
2021-11,Newfoundland and Labrador,Participation rate,57.5
2021-11,Newfoundland and Labrador,Employment rate,51.2
2021-11,Prince Edward Island,Employment,83.0
2021-11,Prince Edward Island,Full-time employment,69.6
2021-11,Prince Edward Island,Part-time employment,13.4
2021-11,Prince Edward Island,Unemployment rate,8.9
2021-11,Prince Edward Island,Participation rate,66.7
2021-11,Prince Edward Island,Employment rate,60.8
2021-11,Nova Scotia,Employment,480.6
2021-11,Nova Scotia,Full-time employment,394.3
2021-11,Nova Scotia,Part-time employment,86.3
2021-11,Nova Scotia,Unemployment rate,8.7
2021-11,Nova Scotia,Participation rate,62.7
2021-11,Nova Scotia,Employment rate,57.3
2021-11,New Brunswick,Employment,369.9
2021-11,New Brunswick,Full-time employment,316.1
2021-11,New Brunswick,Part-time employment,53.8
2021-11,New Brunswick,Unemployment rate,8.4
2021-11,New Brunswick,Participation rate,61.4
2021-11,New Brunswick,Employment rate,56.2
2021-11,Quebec,Employment,4358.6
2021-11,Quebec,Full-time employment,3547.6
2021-11,Quebec,Part-time employment,811.1
2021-11,Quebec,Unemployment rate,4.5
2021-11,Quebec,Participation rate,64.5
2021-11,Quebec,Employment rate,61.6
2021-11,Ontario,Employment,7662.2
2021-11,Ontario,Full-time employment,6262.5
2021-11,Ontario,Part-time employment,1399.7
2021-11,Ontario,Unemployment rate,6.5
2021-11,Ontario,Participation rate,65.9
2021-11,Ontario,Employment rate,61.7
2021-11,Manitoba,Employment,678.1
2021-11,Manitoba,Full-time employment,549.5
2021-11,Manitoba,Part-time employment,128.7
2021-11,Manitoba,Unemployment rate,5.2
2021-11,Manitoba,Participation rate,67.0
2021-11,Manitoba,Employment rate,63.5
2021-11,Saskatchewan,Employment,560.4
2021-11,Saskatchewan,Full-time employment,462.1
2021-11,Saskatchewan,Part-time employment,98.3
2021-11,Saskatchewan,Unemployment rate,5.5
2021-11,Saskatchewan,Participation rate,66.9
2021-11,Saskatchewan,Employment rate,63.2
2021-11,Alberta,Employment,2289.3
2021-11,Alberta,Full-time employment,1865.5
2021-11,Alberta,Part-time employment,423.9
2021-11,Alberta,Unemployment rate,7.4
2021-11,Alberta,Participation rate,69.7
2021-11,Alberta,Employment rate,64.6
2021-11,British Columbia,Employment,2724.5
2021-11,British Columbia,Full-time employment,2134.5
2021-11,British Columbia,Part-time employment,590.0
2021-11,British Columbia,Unemployment rate,5.5
2021-11,British Columbia,Participation rate,65.7
2021-11,British Columbia,Employment rate,62.1
2021-12,Newfoundland and Labrador,Employment,228.2
2021-12,Newfoundland and Labrador,Full-time employment,197.1
2021-12,Newfoundland and Labrador,Part-time employment,31.1
2021-12,Newfoundland and Labrador,Unemployment rate,12.1
2021-12,Newfoundland and Labrador,Participation rate,57.6
2021-12,Newfoundland and Labrador,Employment rate,50.6
2021-12,Prince Edward Island,Employment,84.2
2021-12,Prince Edward Island,Full-time employment,69.2
2021-12,Prince Edward Island,Part-time employment,15.0
2021-12,Prince Edward Island,Unemployment rate,8.5
2021-12,Prince Edward Island,Participation rate,67.0
2021-12,Prince Edward Island,Employment rate,61.4
2021-12,Nova Scotia,Employment,482.1
2021-12,Nova Scotia,Full-time employment,397.8
2021-12,Nova Scotia,Part-time employment,84.3
2021-12,Nova Scotia,Unemployment rate,7.5
2021-12,Nova Scotia,Participation rate,62.0
2021-12,Nova Scotia,Employment rate,57.4
2021-12,New Brunswick,Employment,368.5
2021-12,New Brunswick,Full-time employment,316.3
2021-12,New Brunswick,Part-time employment,52.2
2021-12,New Brunswick,Unemployment rate,7.6
2021-12,New Brunswick,Participation rate,60.5
2021-12,New Brunswick,Employment rate,55.9
2021-12,Quebec,Employment,4354.2
2021-12,Quebec,Full-time employment,3566.6
2021-12,Quebec,Part-time employment,787.6
2021-12,Quebec,Unemployment rate,4.6
2021-12,Quebec,Participation rate,64.4
2021-12,Quebec,Employment rate,61.5
2021-12,Ontario,Employment,7716.4
2021-12,Ontario,Full-time employment,6317.9
2021-12,Ontario,Part-time employment,1398.4
2021-12,Ontario,Unemployment rate,6.3
2021-12,Ontario,Participation rate,66.2
2021-12,Ontario,Employment rate,62.0
2021-12,Manitoba,Employment,681.1
2021-12,Manitoba,Full-time employment,550.0
2021-12,Manitoba,Part-time employment,131.0
2021-12,Manitoba,Unemployment rate,5.2
2021-12,Manitoba,Participation rate,67.2
2021-12,Manitoba,Employment rate,63.7
2021-12,Saskatchewan,Employment,565.8
2021-12,Saskatchewan,Full-time employment,467.0
2021-12,Saskatchewan,Part-time employment,98.8
2021-12,Saskatchewan,Unemployment rate,5.6
2021-12,Saskatchewan,Participation rate,67.6
2021-12,Saskatchewan,Employment rate,63.8
2021-12,Alberta,Employment,2313.9
2021-12,Alberta,Full-time employment,1891.1
2021-12,Alberta,Part-time employment,422.8
2021-12,Alberta,Unemployment rate,6.9
2021-12,Alberta,Participation rate,70.0
2021-12,Alberta,Employment rate,65.2
2021-12,British Columbia,Employment,2714.5
2021-12,British Columbia,Full-time employment,2147.7
2021-12,British Columbia,Part-time employment,566.8
2021-12,British Columbia,Unemployment rate,5.3
2021-12,British Columbia,Participation rate,65.2
2021-12,British Columbia,Employment rate,61.8
2022-01,Newfoundland and Labrador,Employment,226.0
2022-01,Newfoundland and Labrador,Full-time employment,196.7
2022-01,Newfoundland and Labrador,Part-time employment,29.3
2022-01,Newfoundland and Labrador,Unemployment rate,13.6
2022-01,Newfoundland and Labrador,Participation rate,58.0
2022-01,Newfoundland and Labrador,Employment rate,50.1
2022-01,Prince Edward Island,Employment,82.4
2022-01,Prince Edward Island,Full-time employment,69.9
2022-01,Prince Edward Island,Part-time employment,12.5
2022-01,Prince Edward Island,Unemployment rate,9.6
2022-01,Prince Edward Island,Participation rate,66.2
2022-01,Prince Edward Island,Employment rate,59.9
2022-01,Nova Scotia,Employment,483.1
2022-01,Nova Scotia,Full-time employment,406.3
2022-01,Nova Scotia,Part-time employment,76.8
2022-01,Nova Scotia,Unemployment rate,7.1
2022-01,Nova Scotia,Participation rate,61.8
2022-01,Nova Scotia,Employment rate,57.4
2022-01,New Brunswick,Employment,363.9
2022-01,New Brunswick,Full-time employment,315.7
2022-01,New Brunswick,Part-time employment,48.2
2022-01,New Brunswick,Unemployment rate,8.4
2022-01,New Brunswick,Participation rate,60.1
2022-01,New Brunswick,Employment rate,55.1
2022-01,Quebec,Employment,4307.1
2022-01,Quebec,Full-time employment,3548.9
2022-01,Quebec,Part-time employment,758.2
2022-01,Quebec,Unemployment rate,5.0
2022-01,Quebec,Participation rate,63.9
2022-01,Quebec,Employment rate,60.8
2022-01,Ontario,Employment,7552.3
2022-01,Ontario,Full-time employment,6277.9
2022-01,Ontario,Part-time employment,1274.4
2022-01,Ontario,Unemployment rate,7.4
2022-01,Ontario,Participation rate,65.4
2022-01,Ontario,Employment rate,60.6
2022-01,Manitoba,Employment,684.9
2022-01,Manitoba,Full-time employment,558.1
2022-01,Manitoba,Part-time employment,126.9
2022-01,Manitoba,Unemployment rate,5.0
2022-01,Manitoba,Participation rate,67.4
2022-01,Manitoba,Employment rate,64.0
2022-01,Saskatchewan,Employment,569.6
2022-01,Saskatchewan,Full-time employment,474.3
2022-01,Saskatchewan,Part-time employment,95.3
2022-01,Saskatchewan,Unemployment rate,5.4
2022-01,Saskatchewan,Participation rate,67.8
2022-01,Saskatchewan,Employment rate,64.2
2022-01,Alberta,Employment,2309.3
2022-01,Alberta,Full-time employment,1872.0
2022-01,Alberta,Part-time employment,437.2
2022-01,Alberta,Unemployment rate,6.9
2022-01,Alberta,Participation rate,69.7
2022-01,Alberta,Employment rate,65.0
2022-01,British Columbia,Employment,2726.7
2022-01,British Columbia,Full-time employment,2150.4
2022-01,British Columbia,Part-time employment,576.3
2022-01,British Columbia,Unemployment rate,5.1
2022-01,British Columbia,Participation rate,65.3
2022-01,British Columbia,Employment rate,61.9
2022-02,Newfoundland and Labrador,Employment,232.2
2022-02,Newfoundland and Labrador,Full-time employment,197.5
2022-02,Newfoundland and Labrador,Part-time employment,34.7
2022-02,Newfoundland and Labrador,Unemployment rate,12.7
2022-02,Newfoundland and Labrador,Participation rate,58.9
2022-02,Newfoundland and Labrador,Employment rate,51.4
2022-02,Prince Edward Island,Employment,83.7
2022-02,Prince Edward Island,Full-time employment,71.3
2022-02,Prince Edward Island,Part-time employment,12.4
2022-02,Prince Edward Island,Unemployment rate,9.6
2022-02,Prince Edward Island,Participation rate,67.1
2022-02,Prince Edward Island,Employment rate,60.7
2022-02,Nova Scotia,Employment,485.8
2022-02,Nova Scotia,Full-time employment,402.7
2022-02,Nova Scotia,Part-time employment,83.1
2022-02,Nova Scotia,Unemployment rate,6.5
2022-02,Nova Scotia,Participation rate,61.5
2022-02,Nova Scotia,Employment rate,57.6
2022-02,New Brunswick,Employment,368.7
2022-02,New Brunswick,Full-time employment,318.3
2022-02,New Brunswick,Part-time employment,50.4
2022-02,New Brunswick,Unemployment rate,7.5
2022-02,New Brunswick,Participation rate,60.2
2022-02,New Brunswick,Employment rate,55.7
2022-02,Quebec,Employment,4370.4
2022-02,Quebec,Full-time employment,3593.8
2022-02,Quebec,Part-time employment,776.6
2022-02,Quebec,Unemployment rate,4.4
2022-02,Quebec,Participation rate,64.5
2022-02,Quebec,Employment rate,61.6
2022-02,Ontario,Employment,7737.9
2022-02,Ontario,Full-time employment,6351.7
2022-02,Ontario,Part-time employment,1386.3
2022-02,Ontario,Unemployment rate,5.7
2022-02,Ontario,Participation rate,65.7
2022-02,Ontario,Employment rate,62.0
2022-02,Manitoba,Employment,690.7
2022-02,Manitoba,Full-time employment,552.1
2022-02,Manitoba,Part-time employment,138.5
2022-02,Manitoba,Unemployment rate,4.5
2022-02,Manitoba,Participation rate,67.4
2022-02,Manitoba,Employment rate,64.4
2022-02,Saskatchewan,Employment,577.3
2022-02,Saskatchewan,Full-time employment,471.9
2022-02,Saskatchewan,Part-time employment,105.4
2022-02,Saskatchewan,Unemployment rate,4.6
2022-02,Saskatchewan,Participation rate,68.1
2022-02,Saskatchewan,Employment rate,65.0
2022-02,Alberta,Employment,2331.8
2022-02,Alberta,Full-time employment,1885.1
2022-02,Alberta,Part-time employment,446.7
2022-02,Alberta,Unemployment rate,6.6
2022-02,Alberta,Participation rate,70.1
2022-02,Alberta,Employment rate,65.5
2022-02,British Columbia,Employment,2750.5
2022-02,British Columbia,Full-time employment,2186.1
2022-02,British Columbia,Part-time employment,564.4
2022-02,British Columbia,Unemployment rate,4.8
2022-02,British Columbia,Participation rate,65.5
2022-02,British Columbia,Employment rate,62.4
2022-03,Newfoundland and Labrador,Employment,231.1
2022-03,Newfoundland and Labrador,Full-time employment,199.0
2022-03,Newfoundland and Labrador,Part-time employment,32.1
2022-03,Newfoundland and Labrador,Unemployment rate,13.3
2022-03,Newfoundland and Labrador,Participation rate,59.0
2022-03,Newfoundland and Labrador,Employment rate,51.1
2022-03,Prince Edward Island,Employment,84.6
2022-03,Prince Edward Island,Full-time employment,71.0
2022-03,Prince Edward Island,Part-time employment,13.6
2022-03,Prince Edward Island,Unemployment rate,8.8
2022-03,Prince Edward Island,Participation rate,67.0
2022-03,Prince Edward Island,Employment rate,61.1
2022-03,Nova Scotia,Employment,483.5
2022-03,Nova Scotia,Full-time employment,403.4
2022-03,Nova Scotia,Part-time employment,80.0
2022-03,Nova Scotia,Unemployment rate,7.0
2022-03,Nova Scotia,Participation rate,61.5
2022-03,Nova Scotia,Employment rate,57.2
2022-03,New Brunswick,Employment,371.7
2022-03,New Brunswick,Full-time employment,320.6
2022-03,New Brunswick,Part-time employment,51.1
2022-03,New Brunswick,Unemployment rate,7.2
2022-03,New Brunswick,Participation rate,60.4
2022-03,New Brunswick,Employment rate,56.0
2022-03,Quebec,Employment,4385.2
2022-03,Quebec,Full-time employment,3589.8
2022-03,Quebec,Part-time employment,795.4
2022-03,Quebec,Unemployment rate,4.2
2022-03,Quebec,Participation rate,64.5
2022-03,Quebec,Employment rate,61.8
2022-03,Ontario,Employment,7753.1
2022-03,Ontario,Full-time employment,6370.2
2022-03,Ontario,Part-time employment,1382.9
2022-03,Ontario,Unemployment rate,5.4
2022-03,Ontario,Participation rate,65.6
2022-03,Ontario,Employment rate,62.0
2022-03,Manitoba,Employment,684.3
2022-03,Manitoba,Full-time employment,545.7
2022-03,Manitoba,Part-time employment,138.5
2022-03,Manitoba,Unemployment rate,4.6
2022-03,Manitoba,Participation rate,66.8
2022-03,Manitoba,Employment rate,63.7
2022-03,Saskatchewan,Employment,575.8
2022-03,Saskatchewan,Full-time employment,472.3
2022-03,Saskatchewan,Part-time employment,103.5
2022-03,Saskatchewan,Unemployment rate,4.9
2022-03,Saskatchewan,Participation rate,68.1
2022-03,Saskatchewan,Employment rate,64.7
2022-03,Alberta,Employment,2329.0
2022-03,Alberta,Full-time employment,1889.0
2022-03,Alberta,Part-time employment,440.0
2022-03,Alberta,Unemployment rate,6.3
2022-03,Alberta,Participation rate,69.7
2022-03,Alberta,Employment rate,65.3
2022-03,British Columbia,Employment,2749.5
2022-03,British Columbia,Full-time employment,2176.3
2022-03,British Columbia,Part-time employment,573.3
2022-03,British Columbia,Unemployment rate,5.1
2022-03,British Columbia,Participation rate,65.6
2022-03,British Columbia,Employment rate,62.2
2022-04,Newfoundland and Labrador,Employment,232.0
2022-04,Newfoundland and Labrador,Full-time employment,196.9
2022-04,Newfoundland and Labrador,Part-time employment,35.1
2022-04,Newfoundland and Labrador,Unemployment rate,11.4
2022-04,Newfoundland and Labrador,Participation rate,57.9
2022-04,Newfoundland and Labrador,Employment rate,51.3
2022-04,Prince Edward Island,Employment,84.1
2022-04,Prince Edward Island,Full-time employment,70.9
2022-04,Prince Edward Island,Part-time employment,13.2
2022-04,Prince Edward Island,Unemployment rate,8.3
2022-04,Prince Edward Island,Participation rate,66.0
